4256.0509,-1
4252.1321,-2
4248.1514,-3
4244.1079,-4
4239.9885,-5
4235.7875,-6
4231.5216,-7
4227.2059,-8
4222.7962,-9
4218.3369,-10
4213.7913,-11
4209.1839,-12
4204.5101,-13
4199.779,-14
4194.9679,-15
4190.0969,-16
4185.1252,-17
4180.1318,-18
4175.049,-19
4169.8788,-20
4164.7154,-21
4159.3319,-22
4263.6779,1
4267.3871,2
4271.0137,3
4274.5829,4
4278.0817,5
4281.4972,6
4284.8555,7
4288.1238,8
4291.3516,9
4294.4806,10
4297.5393,11
4300.5397,12
4303.4579,13
4306.3204,14
4309.1036,15
4311.8004,16
4314.4369,17
4316.9985,18
4319.4839,19
4321.9112,20
4324.2756,21
4326.4937,22
4328.7137,23
