4330.82,24
4328.6434,23
4326.4791,22
4324.2629,21
4321.9085,20
4319.4809,19
4317.0114,18
4314.4484,17
4311.8134,16
4309.1056,15
4306.3155,14
4303.471,13
4300.5507,12
4297.549,11
4294.4837,10
4291.3508,9
4288.1273,8
4284.8595,7
4281.5037,6
4278.0837,5
4274.5999,4
4271.02,3
4267.3933,2
4263.6703,1
4256.0507,-1
4252.1441,-2
4248.1601,-3
4244.1152,-4
4239.9894,-5
4235.7917,-6
4231.5324,-7
4227.2128,-8
4222.7954,-9
4218.3395,-10
4213.7963,-11
4209.1952,-12
4204.5137,-13
4199.7799,-14
4194.9651,-15
4190.0954,-16
4185.1583,-17
4180.1341,-18
4175.0694,-19
4169.9057,-20
4164.7281,-21
4159.4111,-22
